Unnamed: 0,name,description,country,year,genre
193.0,Особенности национальной охоты в зимний период,"В провинции Фуцзян жил один человек по имени Ху Чжоу, и был он величайшим охотником. Не было ему равных во всей Поднебесной. Любого зверя или птицу мог изловить. Передал он свои знания людям, но никого не мог назвать своим учеником......А на 13-м кордоне у Кузьмича (Виктор Бычков) все было спокойно. Пока не пожаловали к нему гости. С проверкой.",Россия,2000.0,комедия
194.0,Река памяти,"Во время сплава по горной реке Даша падает в воду, ее уносит течением. Тело найти не удается, Дашу признают погибшей. Лера, давно влюбленная в Андрея, Дашиного жениха, утешает его, как может, и после возвращения в Москву они начинают жить вместе. Через два года Андрей делает Лере предложение…. Но когда до свадьбы осталось всего две недели, на глаза Андрею попалась статья в карельской газете, где на одной из фотографий он узнал Дашу.",Россия,2016.0,мелодрама
195.0,Лев Яшин. Вратарь моей мечты,"Обычный мальчишка из рабочей семьи, как и все его сверстники, днем и ночью играл в футбол и мечтал быть нападающим. Но за какую бы команду он не играл – во дворе, на заводе, в армии – его неизбежно ставили в ворота. Долговязый, с длинными руками, он мог дотянуться до самого сложного мяча. Его желание играть в поле породило новый, уникальный стиль игры вратаря.Вначале были досадные ошибки и промахи – и пропущенный мяч «от ворот до ворот» за дубль «Динамо», и гол от «Спартака» в первом матче за основной состав, после которого Яшина на целых три года отправили в дубль оттачивать мастерство. Но он неумолимо шел к своей цели и оставался верен своему стилю игры, который потом назовут новаторским, и благодаря которому он станет звездой мирового уровня. Все будут говорить, что Яшин опередил свое время. Он был хозяином в своей штрафной, неизменно в черном свитере с буквой «Д» на груди. Какими только прозвищами его не награждали: «Черный паук», «Черная пантера» и даже «Черный осьминог» за гибкость, молниеносное перемещение и гениальное видение поля.Его триумф приходится на 50-60-е годы, когда сборная СССР, во многом благодаря его блестящей игре, завоевала самые значимые трофеи в футболе. Он станет кумиром миллионов советских болельщиков, которые будут «носить его на руках» ... А потом будет осечка на Чемпионате Мира в Чили, и вся любовь куда-то исчезнет. Его одного обвинят в этом досадном поражении: «Как же, Яшин и не выручил?!» И тогда его жизнь начала превращаться в кошмар: разбитые окна, исписанный ругательствами подъезд, разговоры за спиной, презрительные усмешки и взгляды, и наконец, освистывание своими же болельщиками – теми, кто не так давно боготворил его. Ему пришлось уйти, для него не было места в команде. И некому было его защитить, ведь он последний на рубеже...Позже он с триумфом вернулся и опять стал лучшим не только в своей стране, но и во всем мире – единственным вратарём за всю историю футбола, получившим Золотой мяч.",Россия,2019.0,"биография, драма, спортивный фильм"
196.0,Легенда №17,"2 сентября 1972 года. Монреаль. Хоккейная сборная СССР с разгромным счетом 7:3 победила канадских профессионалов из НХЛ в стартовом матче эпохальной Суперсерии СССР-Канада. Это была не просто игра, это была битва за свою страну, которая перевернула мировое представление о хоккее.Теперь весь мир знал его просто по номеру «17». Валерий Харламов, забивший в том матче 2 шайбы мгновенно взлетел на вершину славы. Сбылась его мечта -упорство, спортивный талант и суровые уроки великого тренера Анатолия Тарасова сделали из «номера 17» легенду мирового хоккея.",Россия,2012.0,"биография, драма, спортивный фильм"
197.0,Слушая тишину,"Мелодрама.Девушка Настя - самородок из провинции. Она способна слышать музыку, звучащую в тишине.Настя приезжает в Москву учиться ""на композитора"". Но жизнь в столице у неё не складывается. В консерваторию Настю не принимают, ей не рада родная сестра. Но преподаватель, оценив ее талант, берется учить и опекать девушку. Ей с трудом удается найти работу горничной в доме миллионера Дмитрия. Но только кто-то старательно покушается на жизнь работодателя, к которому Настя успела привязаться... Вдобавок к бытовым неурядицам в жизни Насти случается главная трагедия - она перестает слышать музыку...",Россия,2006.0,мелодрама
198.0,Ландыш серебристый,"Как стать звездой? Юная Зоя Мисочкина в каталажке провинциального городка Локотки знакомится с двумя продюсерами - Придорожным и Болотовым, от которых только что сбежала примадонна Ирма. Зоя страстно хочет петь, поэтому увязывается за новыми знакомыми. Жизнь Зойки переворачивается. Уроки вокала, салоны красоты, тренажерные залы, презентации - все это должно превратить никому неизвестную невзрачную девочку в новую поп-звезду...",Россия,2000.0,"комедия, мелодрама"
199.0,Карп отмороженный,"Елена Михайловна скромно живёт на пенсии в провинциальном городке. Неожиданно для себя она узнаёт о смертельном диагнозе, который может в любой момент оборвать её жизнь. Чтобы лишний раз не тревожить любимого, но постоянно занятого сына, работающего в большом городе бизнес-тренером, и избавить его от потенциальных забот, Елена Михайловна берет дело в свои руки и принимается активно хлопотать над организацией собственных похорон.",Россия,2017.0,"притча, трагикомедия"
200.0,Три дня до весны,"Ленинград, февраль 1942 года. У офицера госбезопасности Андреева и молодого врача Марицкой есть всего 72 часа, чтобы предотвратить катастрофу. Жизнь и смерть, любовь и предательство переплетаются в стремительно развивающихся событиях...",Россия,2017.0,"военный фильм, детектив"
201.0,Бумер,"«Бумер» - жаргонное название BMW.По ночным улицам Москвы мчится великолепный черный BMW , уходящий от погони. В нем - четыре молодых парня, четыре друга, попавших в переплет. История начинается с простой случайности, которая приводит к цепи событий, переворачивающих жизнь героев. Им приходится бежать, они оказываются вне закона и каждое мгновение балансируют на краю пропасти. Их чёрный «Бумер» на огромной скорости несётся по дорогам, одни события сменяют другие с необычайной быстротой, герои попадают в неразрешимые ситуации, над их жизнями нависает постоянная угроза.",Россия,2003.0,"боевик, драма, криминальный фильм"
202.0,Вальс-бостон,"Надежда Петровна – большой начальник, успешный боец восточных единоборств и… совершенно несчастная женщина. Взрослый сын живет своей жизнью и не ценит ее заботы, бывший муж-алкоголик сидит у нее на шее, а коллеги по работе давно окрестили начальницу мужиком в юбке.История могла бы закончиться печально, если бы однажды Надежда Петровна не дошла до точки кипения и не решила в корне изменить свою жизнь. Для начала героиня решила брать уроки бальных танцев…",Россия,2013.0,мелодрама
203.0,Мой сводный брат Франкенштейн,"Известие о существовании взрослого сына нарушает покой вполне благополучной московской семьи. Однако никто не мог предположить, что вместе с ним в их дом придет война, а целью его жизни станет стремление защитить от нее свою новую семью.",Россия,2004.0,драма
204.0,Смотри на меня!,"Основано на реальных событиях.Нина Левицкая, бывшая оперная певица и мама четверых детей, ничего не знает о судьбе своего мужа, пропавшего из виду почти год назад. По слухам, отец семейства, ответственный работник Александр должен находиться где-то в Москве. Вокруг семьи сгущаются тучи, и, чтобы избежать возможного ареста, Нина экстренно продает все имущество, собирает детей и уезжает из Свердловска в столицу.Путешествие товарным вагоном с остатками домашнего скарба, коровой-кормилицей и пианино сопряжено с каждодневной опасностью. Дорога сводит героев истории со множеством людей: некоторые откровенно опасны, другие дарят тепло и веру в будущее. Трогательные взаимоотношения матери и детей, взаимная поддержка, честность и любовь делают возможным благополучный исход путешествия.История большой семьи разворачивается в сложные годы послевоенного восстановления страны.",Россия,2024.0,"драма, семейное кино"
205.0,Далёкие близкие,"Борис работает учителем географии в обычной хабаровской школе. Его жизнь довольно рутинна. Помимо школы и огорода у Бориса есть сын Миша, с которым они в последнее время все реже общаются и стали друг для друга далекими людьми. Все меняется, когда Миша дарит отцу на день рождения свой старый смартфон. Борис начинает разбираться в телефоне и регистрируется в социальных сетях. Случайно он добавляет в друзья одну незнакомую женщину по имени Надежда. Завязывается активная переписка, которая впоследствии становится судьбоносной. В один момент Борис решает отправиться к Надежде в Подмосковье, чтобы сделать ей сюрприз. Он уговаривает сына, который занимается перегоном машин, взять его с собой в путешествие. За время совместной поездки через всю Россию раскрываются старые конфликты между отцом и сыном, выясняются причины их отдаления друг от друга.",Россия,2022.0,"мелодрама, роуд-муви"
206.0,Брат-2,"Второй фильм о культовом русском герое 90-х – Даниле Багрове.Участвуя в программе на телевидении, Данила Багров встречает своих друзей по Чечне. Одного из них внезапно убивают. Данила знает, что у друга были неприятности из-за брата-хоккеиста в Америке. Данила должен разобраться. Теперь его фотография ходит по рукам русской и американской мафии. Новоявленные «Аль Капоне» понимают, что нарвались на профессионала…",Россия,2000.0,"боевик, криминальный фильм"
207.0,Некрасивая Любовь,"Вся жизнь дурнушки Любы – беспросветная черная полоса. Девушка одинока, в деревне над ней потешаются, а мать пытается свести ее с богатым стариком и поскорее сбыть с рук.Вероятно, «гадкого утенка» ожидал печальный финал, если б однажды доведенная до отчаяния Люба не решилась на сумасшедшую аферу, перевернувшую с ног на голову жизнь в маленьком городке. Девушка похищает деньги из банка и сбегает с «первым парнем на деревне», суля ему миллион за одну-единственную ночь…",Россия,2013.0,"криминальный фильм, мелодрама"
208.0,Золотая кровь-1. Чёрный Орлов,"Культуролог Светлана приходит на закрытый прием в Петровском путевом дворце вместе с мужем, профессором Дрёмовым, и этот вечер оказывается для нее роковым. Она не только узнает, что обожаемый муж давно ей изменяет, но и находит труп… Наполеона. Конечно, император он не настоящий – просто аниматор в костюме Бонапарта, - но убит вполне реально. А хуже всего то, что главной подозреваемой в преступлении становится Светлана.Все беды свалились на нее одновременно: ей предстоит развод и битва за ребенка, она теряет работу и пытается найти новое жилье, не оставляя при этом попыток доказать следователю свою невиновность. Благодаря обширным знаниям, уму и наблюдательности Светлана сможет распутать сложное преступление, в центре которого находится загадочный Черный Орлов. А следователь Вадим поймет, что ему не найти лучшей напарницы.",Россия,2021.0,детектив
209.0,Я буду жить,"Алла большую часть жизни посвятила своим бывшим мужьям, сыну и дочери. Она работает репетитором, продолжая содержать своих взрослых детей и мужей. Близкие каждый день приходят к ней на обед, совершенно не интересуясь самой Аллой. В один из таких “семейных обедов” Алла чуть не умирает, подавившись картошкой, но близкие этого даже не замечают...Однажды ей приходит в голову план, как освободиться от диктата близких. Алла сообщает семье, что неизлечимо больна. Мужья и дети плачут слезами искреннего сочувствия, но потом задумываются о возможном наследстве… Начинается настоящая битва, прекратить которую Алла может только очень радикальным способом, преподав близким урок и заставив их наконец-то повзрослеть.",Россия,2022.0,мелодрама
210.0,Тихая застава,"Фильм снят по мотивам повести Валерия Поволяева ""Тихая застава"" и  основан на реальных событиях.Бой на 12-й пограничной заставе Московского погранотряда в Республике Таджикистан произошел во вторник 13 июля 1993 года. Афганские и таджикские боевики попытались прорваться на территорию этой страны. Российские военные 11 часов отражали атаки противника, 25 человек погибло. После этого наши отступили. Позднее в тот же день застава была отбита. По итогам боя шестеро пограничников были удостоены звания Героя Российской Федерации, в том числе четверо - посмертно.""Тихая застава"" - это фильм не только о 12-й заставе. Почти на всех заставах шли бои, каждая застава имеет свою историю. Но общее одно - самоотверженность и героизм пограничников.",Россия,2011.0,"военный фильм, драма, экранизация"
211.0,Коллектор,"Артур - мастер своего дела. Работая только с крупными должниками, он находит всю их подноготную и эффективно использует против них. Он никогда не прибегает к банальным методам, его конек - психологическая атака. Артур умеет виртуозно перевоплощаться, сбивать с толку, выводить из равновесия, и так допекать своих клиентов, что они готовы вернуть все, только бы никогда больше не слышать его голос. Но однажды Артур сам становится мишенью: в сети появляется скандальное видео с его участием, и от него мгновенно отворачиваются друзья и коллеги. Под угрозой оказывается не только его репутация, но и жизнь... Теперь у коллектора есть всего одна ночь чтобы найти того, кто загнал его в угол.Первый российский монофильм.",Россия,2016.0,драма
212.0,Конец прекрасной эпохи,"Молодому журналисту и писателю Андрею Лентулову, известному прямотой своих взглядов, свободой мысли и дерзостью суждений, предлагают переехать из Питера в Таллин, чтобы работать в местной газете. Там Андрей с головой уходит в полный противоречий роман с редактором Мариной, бесконечные случайные связи, но, что самое главное - яростное сопротивление системе. Какой была борьба бунтаря, любимца женщин и «самого аморального сотрудника» против жесточайшей цензуры, слежки и ханжества, и кто в ней победил? Обо всем этом расскажет картина, пронизанная эстетикой 60-х, изящной иронией и увенчанная великолепной игрой как признанных (Сергей Гармаш, Федор Добронравов, Дмитрий Астрахан, Светлана Ходченкова), так и молодых, и талантливых (Иван Колесников, Дмитрий Ендальцев) российских актеров.«Конец прекрасной эпохи» - новая картина Станислава Говорухина, снятая по мотивам биографической повести Сергея Довлатова «Компромисс», рассказывает про эпоху, в которую творили, несмотря на запреты, занимались сексом, которого «не было», и боролись за право быть услышанными вопреки повсеместному контролю. Эпоху, конца которой боялись и ждали… Эпоху, которая, несмотря ни на что, оставалась прекрасной.",Россия,2015.0,"драма, экранизация"
213.0,Петрович,"Галина живет в деревне и работает бригадиром на местном тарном заводе. За крутой нрав и привычку носить мужские вещи деревенские не без некоторой опаски называют ее Петровичем. И не напрасно. Галя не дает спуску ни рабочим, ни даже представителям администрации.Однажды в деревню приезжает художник-немец, прадед которого когда-то и построил в этих местах тарный завод. Немца, сносно говорящего по-русски, определяют на постой как раз в дом Галины. И тут происходит настоящее чудо: оказывается под личиной грубоватого Петровича скрывается красивая и нежная женщина. Между хозяйкой дома и ее гостем намечается роман. Но сумеют ли они преодолеть предрассудки и сотни сложностей, неожиданно возникших на их пути?",Россия,2012.0,мелодрама
214.0,Президент и его внучка,"Вьюжной предновогодней ночью произошло роковое событие. В роддом доставили молодую женщину, у которой начались преждевременные роды в результате автокатастрофы. Ситуация осложнилась тем, что свекром роженицы был известный генерал. Насмерть перепуганный врач, перед носом которого свирепый генерал размахивает именным пистолетом, находит единственный выход. Одна из двух девочек-близняшек, родившихся у матери-одиночки, будущей художницы, объявляется генеральской внучкой.31 декабря 1999 года на кремлевской елке встречаются дочь художницы и… внучка нового президента Российской Федерации! “Принцесса” и “нищенка”, разумеется, меняются местами…Не случись этого забавного недоразумения, с Россией могли бы произойти очень крупные неприятности…",Россия,1999.0,"комедия, приключения"
215.0,Норвег,"На москвича Кириллова (Евгений Миронов) как снег на голову сваливается руководство клининговым агентством «Настенька», в штате которого эмигрантки из Азии. Ситуация осложняется тем, что Кириллов планирует уехать в Норвегию и ждет в гости невесту — типичную европейскую женщину с весьма жесткими понятиями о свободе и толерантности. Мысль о том, что она узнает об эксплуатации «женщин Востока», приводит его в ужас и заставляет всячески изворачиваться, скрывая «гарем».",Россия,2015.0,мелодрама
216.0,Комедия строгого режима,"Комедия-гротеск по произведениям Сергея Довлатова. Чтобы отличиться перед высоким начальством, руководство колонии решает силами заключённых поставить революционный спектакль к 100-летию Ленина. Заключённые, войдя в роль, начинают думать и действовать подобно своим историческим персонажам...",Россия,1992.0,комедия
217.0,Некрасивая подружка - 10. Палата №13,"Работать с мужчинами – сущее наказание. Мало того, что Тоня раскрывает за них преступления, так ей еще надо делать вид, что их раскрывают они. Новое дело подполковника Дювбанова – как говорится, на одну трубку. Тоня очень старается не лезть в чужое расследование... но, конечно, увлекается и разгадывает тайну двух смертей в тринадцатой палате местной больницы. Беда в том, что Дювбанов уже нашел убийцу – и никакие несостыковки в деле его не смущают.  Тем временем, у Тони появляется враг, затевающий с ней смертельную игру...",Россия,2022.0,детектив
218.0,Некрасивая подружка - 11. Ключ на дне озера,"В затопленной машине найден труп женщины. Несчастный случай? Самоубийство? Выясняется, однако, что на момент смерти несчастная была без сознания: ее накачали снотворным. В кармане убитой находят ключ, но от чего он? Тоне предстоит разгадать семейную тайну, которую кто-то с удовольствием оставил бы на дне озера...",Россия,2022.0,детектив
219.0,Единичка,"Август 1944-го. Советские войска продолжают наступление в Восточной Польше. Батарея лейтенанта Егорова получает задание – удержать мост, через который планируется переправа частей Советской Армии. Прибыв на позицию, бойцы обнаруживают разрушенный монастырь, а в нем – группу глухонемых сирот с монахиней-воспитательницей Евой. Утратив сестер-монахинь, она нашла смысл жизни в спасении немощных и беззащитных детей. Лейтенант Егоров оказывается перед  сложным выбором – выполняя приказ командования, он будет вынужден поставить под угрозу жизнь маленьких поляков. Артиллеристы изо всех сил стараются не допустить смерти детей…",Россия,2015.0,"военный фильм, драма"
220.0,Уик-энд,"Сюжет основан на главной идее французского романа Ноэля Калефа «Лифт на эшафот», когда человек совершил убийство и застрял в лифте.Чёрно-белая лента - своеобразный ремейк французской картины 1957 года Луи Малля ""Лифт на эшафот"".Действие перенесено в наше время, в российский мегаполис у моря, с другими персонажами и другим сюжетом.По сюжету фильма главный герой, работающий в крупной компании, убивает аудитора, уличившего его в мошенничестве. Он обставляет убийство как самоубийство и уходит из здания, но потом возвращается за важными бумагами и застревает в лифте. Как водится, всякое преступление влечет за собой наказание. Другое дело – какое и за что? Речь идет о ситуации и внутренних муках человека, совершившего убийство и поставленного перед непростым выбором: сознаться в содеянном или же взять на себя вину за преступление, которого он не совершал.",Россия,2013.0,психологический детектив
221.0,Некрасивая подружка - 13. Похудей или умри,"Аня и Яна – близняшки, отличающиеся только несколькими десятками килограммов. Стройная Яна ведет марафоны похудения, которые помогли уже многим женщинам. Она предлагает свою помощь и сестре, но та отчего-то не хочет даже слышать об этом. А вскоре участницы марафона начинают погибать одна за другой...",Россия,2022.0,детектив
222.0,Удиви меня,"Герои фильма -  два молодых современных человека Роман Зубов и  Багира. Он, майор особого отдела МУРа, ищет преступника, который шантажом и обманом вымогает у богатых людей крупные суммы денег. Она  - его любимая девушка  и… та самая преступница, которую он пытается найти. Не догадываясь об  этом, Роман идет по ее следу, но Багира все время на шаг впереди.В ходе расследования Зубов  узнает, что все деньги преступник тратит не на себя и свою выгоду, а отдает тем, кто действительно нуждается в этих деньгах: мигранты, мать-одиночка, которая пытается спасти своего ребенка и найти денег на дорогостоящую операцию. И это странное поведение – не единственное, чем Багира удивит Романа в этой «игре». Сможет ли он в ответ удивить ее и помочь?«Удиви меня» - фильм о любви и умение дарить, удивлять, попытке понять и самое главное простить.",Россия,2011.0,"детектив, мелодрама"
223.0,"Женщина, не склонная к авантюрам","Мелодрама.Ирина, казалось бы, счастливая женщина: у нее любящий муж, двое детей и хорошая работа. Но в один прекрасный день Ирина безоглядно влюбляется в Анатолия. Захватившее ее чувство настолько сильно, что Ирина решается разрушить семью. Она и не подозревает, к каким последствиям это приведет… Её муж умирает от инфаркта. Дети отказываются от неё, и она в смятении уходит в монастырь. А её возлюбленный берёт воспитание детей любимой на себя...",Украина,2008.0,"драма, мелодрама, социальная драма"
224.0,Турист,"В Центральноафриканской Республике (ЦАР) работают российские инструкторы, обучающие армию этой страны по просьбе местного правительства. Россия отправляет несколько сотен военных и тяжёлую технику в ЦАР, чтобы поддержать правительство. На базу высаживаются новички, среди них – бывший сотрудник полиции, 27-летний Гриша Дмитриев. Тем временем, ситуация в республике обостряется в преддверии президентских и парламентских выборов. Незаконные вооружённые формирования мобилизовал экс-президент Франсуа Бозизе, не допущенный до выборов. Несколько группировок мятежников объединили свои силы против действующего правительства с целью государственного переворота.",Россия,2021.0,боевик
225.0,Сваты-2,"В молодой семье Ковалевых ожидается пополнение – Маша на последнем месяце беременности. И, как у любой семейной пары в этот период, между молодыми супругами возникают неурядицы и намечается легкий кризис в отношениях. Вот только их 5-летней дочурке Женечке возникшие трудности совсем не кажутся пустяковыми. И не по годам умная и самостоятельная девочка решает проблему по-своему – вызывает на помощь бабушек и дедушек. Теща, тесть, свекровь и свекор оказываются под одной крышей с молодыми и незамедлительно принимаются за спасение брака. Но у каждой пары родителей свой подход к решению проблемы, где действует принцип ""В борьбе за мир в семье все средства хороши!"" В результате ""совместных"" действий маленький кризис перерастает в большой конфликт. Но какой бы сложной ни казалась ситуация – сваты все равно найдут выход!",Украина,2009.0,комедия
226.0,"Агитбригада ""Бей врага!""","В годы войны бригада артистов с кинопередвижкой на борту плывет по сибирской реке, на берегах которой обитают спецпереселенцы со всего Советского Союза. Агитбригада «Бей врага!» останавливается в каждом поселке, дает концерты и крутит кино. Их задача - поднимать патриотический дух населения в самых суровых краях нашей страны. В агитбригаде люди и артисты - самые разные, и если бы не война, они никогда бы и не встретились.По мотивам книги Виталия Мельникова ""Жизнь, кино"".",Россия,2007.0,"военный фильм, мелодрама, приключения, трагикомедия, экранизация"
227.0,Метро,"По роману Дмитрия Сафонова ""Метро"".Широко развернувшееся в центре Москвы строительство новых зданий приводит к тому, что в одном из тоннелей метро между двумя станциями возникает трещина. Никто себе и представить не мог, что в результате нарушения герметичности перекрытия в тоннель хлынет вода из Москва-реки, и сотни пассажиров поезда окажутся во власти надвигающегося потопа. Бешеный поток воды грозит не только обрушением тоннелей метро, но и разрушением всего города.Среди попавших в беду людей – врач городской больницы Андрей Гарин и его дочь Ксюша.  Гарин сражается с катастрофой, пытаясь спасти оставшихся в живых пассажиров, в том числе и …любовника своей жены. Гарину придется побороть обиду, гнев и страх. Он должен выжить, чтобы вернуть свою любовь, семью… свою прежнюю счастливую жизнь.",Россия,2012.0,фильм-катастрофа
228.0,Дети понедельника,"Комедийная мелодрама с криминальным оттенком рассказывает о том, как разбогатевший и очень обаятельный мужчина из провинции попадает в трудную жизненную ситуацию. Не расплатился вовремя Дима Медякин с кредиторами, и те захотели его убрать. Его ""мерседес"" взрывают, правда, без него (случайный угонщик увел автомобиль). Совершенно осатаневшая от совместной жизни жена сбрасывает муженька ""в глушь, в Саратов"", где его, еще толком не протрезвевшего и не очухавшегося после выстрела газового пистолета, принимает родная сестра жены, которая была когда-то его невестой... Влюбился Дмитрий в Лиду заново, решил остаться, начать честную жизнь, но... в чемодане, брошенном бывшей супругой, обнаружил не свои вещи, а полмиллиона долларов...",Россия,1997.0,"комедия, мелодрама"
